exchange,crypto,fiat,market_type,time,candle_usd_volume
kraken,usdt,aud,spot,2022-09,5948755.127599805
kraken,usdt,aud,spot,2022-10,8783509.638579829
kraken,usdt,aud,spot,2022-11,14542350.100132167
kraken,usdt,aud,spot,2022-12,5883441.995594075
kraken,usdt,aud,spot,2023-01,12264069.283225281
kraken,usdt,aud,spot,2023-02,15277531.038246673
kraken,usdt,aud,spot,2023-03,33636675.22649892
kraken,usdt,aud,spot,2023-04,28790493.19717542
kraken,usdt,aud,spot,2023-05,34963550.47308819
kraken,usdt,aud,spot,2023-06,37535490.776098005
kraken,usdt,aud,spot,2023-07,39785043.88024696
kraken,usdt,aud,spot,2023-08,44627903.86383622
kraken,usdt,aud,spot,2023-09,30857509.731176198
kraken,usdt,aud,spot,2023-10,46560348.37974295
kraken,usdt,aud,spot,2023-11,61911930.15583247
kraken,usdt,aud,spot,2023-12,58968007.969786644
kraken,usdt,aud,spot,2024-01,57129029.83085496
kraken,usdt,aud,spot,2024-02,61887928.25238529
kraken,usdt,aud,spot,2024-03,89741394.45634893
kraken,usdt,aud,spot,2024-04,64802141.877204984
kraken,usdt,cad,spot,2019-12,134078.62594426374
kraken,usdt,cad,spot,2020-01,427245.20630452456
kraken,usdt,cad,spot,2020-02,799983.7381899385
kraken,usdt,cad,spot,2020-03,1461984.9767551862
kraken,usdt,cad,spot,2020-04,642350.9241445817
kraken,usdt,cad,spot,2020-05,925421.5779877868
kraken,usdt,cad,spot,2020-06,1079580.7563394825
kraken,usdt,cad,spot,2020-07,2698020.7021153187
kraken,usdt,cad,spot,2020-08,4274413.715835346
kraken,usdt,cad,spot,2020-09,5213984.092407423
kraken,usdt,cad,spot,2020-10,3329576.893991713
kraken,usdt,cad,spot,2020-11,6336815.217204334
kraken,usdt,cad,spot,2020-12,11768138.702613069
kraken,usdt,cad,spot,2021-01,20538405.40506738
kraken,usdt,cad,spot,2021-02,21242767.36936817
kraken,usdt,cad,spot,2021-03,16775103.41361737
kraken,usdt,cad,spot,2021-04,26994867.220951654
kraken,usdt,cad,spot,2021-05,37096689.34729167
kraken,usdt,cad,spot,2021-06,21008618.477372784
kraken,usdt,cad,spot,2021-07,15842275.237613816
kraken,usdt,cad,spot,2021-08,22912527.802010156
kraken,usdt,cad,spot,2021-09,23697826.98749244
kraken,usdt,cad,spot,2021-10,35678548.4177844
kraken,usdt,cad,spot,2021-11,39137238.82430938
kraken,usdt,cad,spot,2021-12,40020778.22615565
kraken,usdt,cad,spot,2022-01,47825169.26867157
kraken,usdt,cad,spot,2022-02,21851169.174716365
kraken,usdt,cad,spot,2022-03,32420414.37434113
kraken,usdt,cad,spot,2022-04,38260764.95339911
kraken,usdt,cad,spot,2022-05,36680603.59695968
kraken,usdt,cad,spot,2022-06,23660665.011606403
kraken,usdt,cad,spot,2022-07,15302288.948439064
kraken,usdt,cad,spot,2022-08,14028098.852902882
kraken,usdt,cad,spot,2022-09,18265433.96086592
kraken,usdt,cad,spot,2022-10,23345954.015495762
kraken,usdt,cad,spot,2022-11,33508505.50076222
kraken,usdt,cad,spot,2022-12,35411675.992351264
kraken,usdt,cad,spot,2023-01,35595915.499699615
kraken,usdt,cad,spot,2023-02,25638258.522967253
kraken,usdt,cad,spot,2023-03,39063455.90378417
kraken,usdt,cad,spot,2023-04,41196517.90253279
kraken,usdt,cad,spot,2023-05,33529629.39832939
kraken,usdt,cad,spot,2023-06,27625722.653501354
kraken,usdt,cad,spot,2023-07,33394048.07662195
kraken,usdt,cad,spot,2023-08,29074742.273848087
kraken,usdt,cad,spot,2023-09,22315024.383612677
kraken,usdt,cad,spot,2023-10,31257232.56464713
kraken,usdt,cad,spot,2023-11,44658651.48818733
kraken,usdt,cad,spot,2023-12,29266289.031972513
kraken,usdt,cad,spot,2024-01,33832263.149101615
kraken,usdt,cad,spot,2024-02,27123523.626279764
kraken,usdt,cad,spot,2024-03,51339384.56650593
kraken,usdt,cad,spot,2024-04,21055564.8775632
kraken,usdt,eur,spot,2019-12,2754529.211244561
kraken,usdt,eur,spot,2020-01,14294044.720988514
kraken,usdt,eur,spot,2020-02,35380613.93995832
kraken,usdt,eur,spot,2020-03,56540255.169818655
kraken,usdt,eur,spot,2020-04,50415353.424725644
kraken,usdt,eur,spot,2020-05,59313572.46133297
kraken,usdt,eur,spot,2020-06,82179813.82972708
kraken,usdt,eur,spot,2020-07,122282695.14022733
kraken,usdt,eur,spot,2020-08,237857236.3176744
kraken,usdt,eur,spot,2020-09,222826412.7415192
kraken,usdt,eur,spot,2020-10,192730078.52389497
kraken,usdt,eur,spot,2020-11,368787782.5422015
kraken,usdt,eur,spot,2020-12,582026756.0178388
kraken,usdt,eur,spot,2021-01,1400095395.7831652
kraken,usdt,eur,spot,2021-02,1676109345.8741293
kraken,usdt,eur,spot,2021-03,1878065126.6201131
kraken,usdt,eur,spot,2021-04,2642087108.7919044
kraken,usdt,eur,spot,2021-05,3127817370.784823
kraken,usdt,eur,spot,2021-06,1683616857.8504374
kraken,usdt,eur,spot,2021-07,1250360462.1227713
kraken,usdt,eur,spot,2021-08,1701234989.7396612
kraken,usdt,eur,spot,2021-09,1575998422.7565434
kraken,usdt,eur,spot,2021-10,1616057406.5688913
kraken,usdt,eur,spot,2021-11,2191956977.688435
kraken,usdt,eur,spot,2021-12,2129688629.4544327
kraken,usdt,eur,spot,2022-01,2316213039.3789415
kraken,usdt,eur,spot,2022-02,1911053987.0799158
kraken,usdt,eur,spot,2022-03,1980784447.5998564
kraken,usdt,eur,spot,2022-04,1941051049.009715
kraken,usdt,eur,spot,2022-05,2681962617.9717593
kraken,usdt,eur,spot,2022-06,1738133081.838001
kraken,usdt,eur,spot,2022-07,1672732907.135426
kraken,usdt,eur,spot,2022-08,1634045417.2197673
kraken,usdt,eur,spot,2022-09,2070843869.3920557
kraken,usdt,eur,spot,2022-10,1856869917.8760738
kraken,usdt,eur,spot,2022-11,2224470551.772956
kraken,usdt,eur,spot,2022-12,1914318915.5079987
kraken,usdt,eur,spot,2023-01,1931388749.516303
kraken,usdt,eur,spot,2023-02,1882680868.8051705
kraken,usdt,eur,spot,2023-03,2247564584.2732887
kraken,usdt,eur,spot,2023-04,1915628436.931717
kraken,usdt,eur,spot,2023-05,2452581228.855798
kraken,usdt,eur,spot,2023-06,2743390577.017844
kraken,usdt,eur,spot,2023-07,2743458374.9714003
kraken,usdt,eur,spot,2023-08,3090712295.7859364
kraken,usdt,eur,spot,2023-09,2988629252.4741545
kraken,usdt,eur,spot,2023-10,3462547418.9825773
kraken,usdt,eur,spot,2023-11,3519897333.572008
kraken,usdt,eur,spot,2023-12,3714704694.369207
kraken,usdt,eur,spot,2024-01,4721258514.801418
kraken,usdt,eur,spot,2024-02,4632978864.926918
kraken,usdt,eur,spot,2024-03,5590963453.757702
kraken,usdt,eur,spot,2024-04,3680089648.9088287
kraken,usdt,gbp,spot,2019-12,39855.24948861817
kraken,usdt,gbp,spot,2020-01,264651.4887287801
kraken,usdt,gbp,spot,2020-02,419056.6875483673
kraken,usdt,gbp,spot,2020-03,3327638.38742368
kraken,usdt,gbp,spot,2020-04,1828072.7382652485
kraken,usdt,gbp,spot,2020-05,2679131.40475292
kraken,usdt,gbp,spot,2020-06,4838968.009008223
kraken,usdt,gbp,spot,2020-07,8246718.063001832
kraken,usdt,gbp,spot,2020-08,9160261.748155756
kraken,usdt,gbp,spot,2020-09,7867867.042457799
kraken,usdt,gbp,spot,2020-10,8714175.719795505
kraken,usdt,gbp,spot,2020-11,13053985.530850377
kraken,usdt,gbp,spot,2020-12,28421607.11925428
kraken,usdt,gbp,spot,2021-01,81909963.48078482
kraken,usdt,gbp,spot,2021-02,198670120.4570505
kraken,usdt,gbp,spot,2021-03,172498792.49062744
kraken,usdt,gbp,spot,2021-04,219463377.7692808
kraken,usdt,gbp,spot,2021-05,225476624.24033493
kraken,usdt,gbp,spot,2021-06,131325036.39729258
kraken,usdt,gbp,spot,2021-07,136640586.83189905
kraken,usdt,gbp,spot,2021-08,170987788.94628394
kraken,usdt,gbp,spot,2021-09,192039522.21048254
kraken,usdt,gbp,spot,2021-10,223012196.0146194
kraken,usdt,gbp,spot,2021-11,297192472.68038094
kraken,usdt,gbp,spot,2021-12,315414832.53951824
kraken,usdt,gbp,spot,2022-01,293751273.5564651
kraken,usdt,gbp,spot,2022-02,212471558.7870165
kraken,usdt,gbp,spot,2022-03,249102370.58477104
kraken,usdt,gbp,spot,2022-04,225286979.8994892
kraken,usdt,gbp,spot,2022-05,295951921.4659463
kraken,usdt,gbp,spot,2022-06,161571003.0299226
kraken,usdt,gbp,spot,2022-07,144662895.5514092
kraken,usdt,gbp,spot,2022-08,115181761.06123918
kraken,usdt,gbp,spot,2022-09,163320692.89457446
kraken,usdt,gbp,spot,2022-10,166752793.58453894
kraken,usdt,gbp,spot,2022-11,218662632.01251304
kraken,usdt,gbp,spot,2022-12,216032863.4958696
kraken,usdt,gbp,spot,2023-01,256628251.71550044
kraken,usdt,gbp,spot,2023-02,252691590.36996752
kraken,usdt,gbp,spot,2023-03,359622215.3760882
kraken,usdt,gbp,spot,2023-04,233810818.04516906
kraken,usdt,gbp,spot,2023-05,272226908.70388794
kraken,usdt,gbp,spot,2023-06,254053462.634924
kraken,usdt,gbp,spot,2023-07,258124632.15223935
kraken,usdt,gbp,spot,2023-08,304050907.1403856
kraken,usdt,gbp,spot,2023-09,279154199.8313139
kraken,usdt,gbp,spot,2023-10,324528553.02360153
kraken,usdt,gbp,spot,2023-11,353326126.27918845
kraken,usdt,gbp,spot,2023-12,331755845.0607176
kraken,usdt,gbp,spot,2024-01,341054255.20060515
kraken,usdt,gbp,spot,2024-02,361981975.60844564
kraken,usdt,gbp,spot,2024-03,575115177.4121935
kraken,usdt,gbp,spot,2024-04,330563569.7013782
kraken,usdt,jpy,spot,2020-05,15096.334501654099
kraken,usdt,jpy,spot,2020-06,296274.0684662607
kraken,usdt,jpy,spot,2020-07,61579.677910823775
kraken,usdt,jpy,spot,2020-08,73578.45898815629
kraken,usdt,jpy,spot,2020-09,103873.36076053386
kraken,usdt,jpy,spot,2020-10,85482.99778651146
kraken,usdt,jpy,spot,2020-11,1028808.1544160597
kraken,usdt,jpy,spot,2020-12,707792.9775894153
kraken,usdt,jpy,spot,2021-01,1710788.4531608212
kraken,usdt,jpy,spot,2021-02,1668462.7584367646
kraken,usdt,jpy,spot,2021-03,792535.3775298162
kraken,usdt,jpy,spot,2021-04,2454367.6040068804
kraken,usdt,jpy,spot,2021-05,2295366.5709754215
kraken,usdt,jpy,spot,2021-06,1068656.5750162567
kraken,usdt,jpy,spot,2021-07,298520.4416323341
kraken,usdt,jpy,spot,2021-08,925569.0375129747
kraken,usdt,jpy,spot,2021-09,734188.1715830378
kraken,usdt,jpy,spot,2021-10,1731379.0220230042
kraken,usdt,jpy,spot,2021-11,3241435.8175080945
kraken,usdt,jpy,spot,2021-12,732039.5073668144
kraken,usdt,jpy,spot,2022-01,747669.4101500594
kraken,usdt,jpy,spot,2022-02,656748.0404567657
kraken,usdt,jpy,spot,2022-03,1755966.3338684652
kraken,usdt,jpy,spot,2022-04,2198902.379175943
kraken,usdt,jpy,spot,2022-05,1145732.9670573284
kraken,usdt,jpy,spot,2022-06,574208.7669780918
kraken,usdt,jpy,spot,2022-07,317858.43942078215
kraken,usdt,jpy,spot,2022-08,434401.03046368924
kraken,usdt,jpy,spot,2022-09,467193.8751689548
kraken,usdt,jpy,spot,2022-10,389218.0866910616
kraken,usdt,jpy,spot,2022-11,2341767.629367466
kraken,usdt,jpy,spot,2022-12,688725.7512378956
kraken,usdt,jpy,spot,2023-01,666960.6554827493
kraken,usdt,jpy,spot,2023-02,199475.98535321746
kraken,usdt,jpy,spot,2023-03,1945920.7775775378
kraken,usdt,jpy,spot,2023-04,367464.9529650071
kraken,usdt,jpy,spot,2023-05,121324.35667159513
kraken,usdt,jpy,spot,2023-06,328966.1397345138
kraken,usdt,jpy,spot,2023-07,178290.63983436886
kraken,usdt,jpy,spot,2023-08,130973.66201204102
kraken,usdt,jpy,spot,2023-09,113173.23271344918
kraken,usdt,jpy,spot,2023-10,325683.6233953089
kraken,usdt,jpy,spot,2023-11,110485.89130477354
kraken,usdt,jpy,spot,2023-12,451682.0434687343
kraken,usdt,jpy,spot,2024-01,421700.6437754726
kraken,usdt,jpy,spot,2024-02,79550.77514986423
kraken,usdt,jpy,spot,2024-03,234619.1830585092
kraken,usdt,jpy,spot,2024-04,192477.08054109328
kraken,usdt,usd,spot,2019-01,142542065.98560256
kraken,usdt,usd,spot,2019-02,67994865.62148763
kraken,usdt,usd,spot,2019-03,48264046.43815196
kraken,usdt,usd,spot,2019-04,198574191.99484983
kraken,usdt,usd,spot,2019-05,156330705.47549856
kraken,usdt,usd,spot,2019-06,119147352.13586338
kraken,usdt,usd,spot,2019-07,76569852.86670952
kraken,usdt,usd,spot,2019-08,59496716.54792879
kraken,usdt,usd,spot,2019-09,54956550.435187586
kraken,usdt,usd,spot,2019-10,54061441.020683244
kraken,usdt,usd,spot,2019-11,50986034.479636654
kraken,usdt,usd,spot,2019-12,54037687.60804892
kraken,usdt,usd,spot,2020-01,55676486.06724459
kraken,usdt,usd,spot,2020-02,73427599.69278252
kraken,usdt,usd,spot,2020-03,135210314.79663464
kraken,usdt,usd,spot,2020-04,158663109.2942592
kraken,usdt,usd,spot,2020-05,205661232.16607824
kraken,usdt,usd,spot,2020-06,169423875.24779168
kraken,usdt,usd,spot,2020-07,187062782.71819505
kraken,usdt,usd,spot,2020-08,352043362.8334633
kraken,usdt,usd,spot,2020-09,426647934.6108861
kraken,usdt,usd,spot,2020-10,383775864.83826786
kraken,usdt,usd,spot,2020-11,726804141.8225123
kraken,usdt,usd,spot,2020-12,1400376626.261546
kraken,usdt,usd,spot,2021-01,2312665290.4362617
kraken,usdt,usd,spot,2021-02,2415548129.4955688
kraken,usdt,usd,spot,2021-03,3188649707.4596095
kraken,usdt,usd,spot,2021-04,4376207000.67532
kraken,usdt,usd,spot,2021-05,6431782034.756716
kraken,usdt,usd,spot,2021-06,4288274371.575266
kraken,usdt,usd,spot,2021-07,3145398900.534833
kraken,usdt,usd,spot,2021-08,4229943439.073761
kraken,usdt,usd,spot,2021-09,3733568430.665449
kraken,usdt,usd,spot,2021-10,4009970185.9377527
kraken,usdt,usd,spot,2021-11,4235785507.077608
kraken,usdt,usd,spot,2021-12,4550786697.576296
kraken,usdt,usd,spot,2022-01,3517376823.4293723
kraken,usdt,usd,spot,2022-02,3001748965.2871947
kraken,usdt,usd,spot,2022-03,3836503312.579103
kraken,usdt,usd,spot,2022-04,3474098379.1526637
kraken,usdt,usd,spot,2022-05,5386668575.632622
kraken,usdt,usd,spot,2022-06,3844707292.205603
kraken,usdt,usd,spot,2022-07,2502023995.599595
kraken,usdt,usd,spot,2022-08,2418993196.9469614
kraken,usdt,usd,spot,2022-09,2798029531.1801095
kraken,usdt,usd,spot,2022-10,2976968756.8512073
kraken,usdt,usd,spot,2022-11,6553009059.693909
kraken,usdt,usd,spot,2022-12,3792176755.2081246
kraken,usdt,usd,spot,2023-01,4009032570.626715
kraken,usdt,usd,spot,2023-02,4540352168.812562
kraken,usdt,usd,spot,2023-03,5755116676.1418085
kraken,usdt,usd,spot,2023-04,2171601975.1802297
kraken,usdt,usd,spot,2023-05,1964618158.2680125
kraken,usdt,usd,spot,2023-06,2608663650.1800256
kraken,usdt,usd,spot,2023-07,2201668237.2285743
kraken,usdt,usd,spot,2023-08,2743360227.637997
kraken,usdt,usd,spot,2023-09,2396305257.6685195
kraken,usdt,usd,spot,2023-10,2770981226.379221
kraken,usdt,usd,spot,2023-11,3453421337.4138875
kraken,usdt,usd,spot,2023-12,3387929717.573004
kraken,usdt,usd,spot,2024-01,4240311818.028306
kraken,usdt,usd,spot,2024-02,3902332424.92934
kraken,usdt,usd,spot,2024-03,5622322663.2766695
kraken,usdt,usd,spot,2024-04,3368057739.783071
kucoin,usdt,brl,spot,2022-06,7328687.042053052
kucoin,usdt,brl,spot,2022-07,4956104.830661391
kucoin,usdt,brl,spot,2022-08,5807147.7489314545
kucoin,usdt,brl,spot,2022-09,15112428.097409757
kucoin,usdt,brl,spot,2022-10,928578.3618733209
kucoin,usdt,brl,spot,2022-11,558497.9182246028
kucoin,usdt,brl,spot,2022-12,1575985.7669555852
kucoin,usdt,brl,spot,2023-01,2474221.5247206376
kucoin,usdt,brl,spot,2023-02,2500887.613716906
kucoin,usdt,brl,spot,2023-03,4051724.4239416984
kucoin,usdt,brl,spot,2023-04,3368160.337461768
kucoin,usdt,brl,spot,2023-05,3434251.2257173453
kucoin,usdt,brl,spot,2023-06,4192113.2377814255
kucoin,usdt,brl,spot,2023-07,3910207.0923806885
kucoin,usdt,brl,spot,2023-08,5020371.434081874
kucoin,usdt,brl,spot,2023-09,3173385.0012694607
kucoin,usdt,brl,spot,2023-10,4290950.339719638
kucoin,usdt,brl,spot,2023-11,5144600.692236905
kucoin,usdt,brl,spot,2023-12,3876717.940178781
kucoin,usdt,brl,spot,2024-01,3941093.411224202
kucoin,usdt,brl,spot,2024-02,3701923.4066114957
kucoin,usdt,brl,spot,2024-03,6920606.551000952
kucoin,usdt,brl,spot,2024-04,3172365.0930153774
kucoin,usdt,eur,spot,2022-06,3172605.3477122183
kucoin,usdt,eur,spot,2022-07,8220452.778350338
kucoin,usdt,eur,spot,2022-08,6168898.521214794
kucoin,usdt,eur,spot,2022-09,0.0
kucoin,usdt,eur,spot,2023-03,6070885.53222636
kucoin,usdt,eur,spot,2023-04,6251635.3462892845
kucoin,usdt,eur,spot,2023-05,11121433.945205366
kucoin,usdt,eur,spot,2023-06,20236504.915590744
kucoin,usdt,eur,spot,2023-07,24150824.84946261
kucoin,usdt,eur,spot,2023-08,25561729.087104533
kucoin,usdt,eur,spot,2023-09,22618441.90922248
kucoin,usdt,eur,spot,2023-10,33352043.642718084
kucoin,usdt,eur,spot,2023-11,20242331.778934047
kucoin,usdt,eur,spot,2023-12,39436716.893364266
kucoin,usdt,eur,spot,2024-01,38008751.235507846
kucoin,usdt,eur,spot,2024-02,43237072.65596433
kucoin,usdt,eur,spot,2024-03,68932780.40258774
kucoin,usdt,eur,spot,2024-04,33469362.766167708
kucoin,usdt,gbp,spot,2023-03,4516134.54055043
kucoin,usdt,gbp,spot,2023-04,4869360.504334165
kucoin,usdt,gbp,spot,2023-05,10606527.770945424
kucoin,usdt,gbp,spot,2023-06,13144694.98078085
kucoin,usdt,gbp,spot,2023-07,15666636.109124243
kucoin,usdt,gbp,spot,2023-08,17415346.907015473
kucoin,usdt,gbp,spot,2023-09,13286463.102244033
kucoin,usdt,gbp,spot,2023-10,9861713.580533113
kucoin,usdt,gbp,spot,2023-11,5849865.612682586
kucoin,usdt,gbp,spot,2023-12,4673453.060469837
kucoin,usdt,gbp,spot,2024-01,4549056.559224311
kucoin,usdt,gbp,spot,2024-02,5277110.628028773
kucoin,usdt,gbp,spot,2024-03,6440384.906815934
kucoin,usdt,gbp,spot,2024-04,3205781.2887299615
liquid,usdt,usd,spot,2021-11,11165819.716209717
liquid,usdt,usd,spot,2021-12,15674712.918202462
liquid,usdt,usd,spot,2022-01,4760509.262616891
liquid,usdt,usd,spot,2022-02,4580978.016284282
liquid,usdt,usd,spot,2022-03,4774685.6476623155
liquid,usdt,usd,spot,2022-04,7536527.625410397
liquid,usdt,usd,spot,2022-05,13649332.698532045
liquid,usdt,usd,spot,2022-06,5485107.619006037
liquid,usdt,usd,spot,2022-07,3770046.46072856
liquid,usdt,usd,spot,2022-08,4408202.629423216
liquid,usdt,usd,spot,2022-09,2032773.161904952
liquid,usdt,usd,spot,2022-10,1295913.1259171397
liquid,usdt,usd,spot,2022-11,1859070.8211055652
okex,usdt,brl,spot,2024-02,194421.58533032567
okex,usdt,brl,spot,2024-03,652339.3837537976
okex,usdt,brl,spot,2024-04,1299449.7542870548
okex,usdt,eur,spot,2023-11,38259.05021488377
okex,usdt,eur,spot,2023-12,635684.2612847007
okex,usdt,eur,spot,2024-01,1710995.080544796
okex,usdt,eur,spot,2024-02,984926.0786841793
okex,usdt,eur,spot,2024-03,1864825.2213983438
okex,usdt,eur,spot,2024-04,991390.789180587
okex,usdt,try,spot,2023-11,29.985017714127498
okex,usdt,try,spot,2023-12,274619.80586497835
okex,usdt,try,spot,2024-01,1869383.300465687
okex,usdt,try,spot,2024-02,998174.625706359
okex,usdt,try,spot,2024-03,26902793.30006513
okex,usdt,try,spot,2024-04,49072584.113481805
therocktrading,usdt,eur,spot,2022-01,8434.226012
therocktrading,usdt,eur,spot,2022-02,957790.9399437988
therocktrading,usdt,eur,spot,2022-03,1211525.276491771
therocktrading,usdt,eur,spot,2022-04,1318300.9417656604
therocktrading,usdt,eur,spot,2022-05,2114053.5755368844
therocktrading,usdt,eur,spot,2022-06,680636.1680515062
therocktrading,usdt,eur,spot,2022-07,633402.1617777053
therocktrading,usdt,eur,spot,2022-08,506993.0390845347
therocktrading,usdt,eur,spot,2022-09,489375.66653004126
therocktrading,usdt,eur,spot,2022-10,340017.6259430405
therocktrading,usdt,eur,spot,2022-11,926601.4502620341
therocktrading,usdt,eur,spot,2022-12,442724.74144453945
therocktrading,usdt,eur,spot,2023-01,398214.05214041023
therocktrading,usdt,eur,spot,2023-02,375605.5120466893
